"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1813790106190569888","Thu Jul 18 04:17:14 +0000 2024","456","Update few hours after pakai Skintific Velvet Matte semalam: Even after few hours my skin tetap slay suka this one sebab dia for oily skin but untuk i yang combi prone to dry skin pakai tak rasa kering &amp; crack pun. https://t.co/JnO9qiEiwB","1813790106190569888","https://pbs.twimg.com/media/GSvge84boAA9zKs.jpg","","en","","22","11","359","https://x.com/coffeeorcola/status/1813790106190569888","302386499","coffeeorcola"
"1522849147396583424","Sat May 07 08:01:44 +0000 2022","248","Sebagai orang yang punya kulit berminyak aku tau banget gimana struggle nya untuk cari moisturizer yang ringan dan nyaman di kulit. Nah moisturizer #Skintific ini menurutku oke banget. Teksturnya ringan nyerapnya cepat tapi lembabnya enggak neko-neko. #racuninskincare https://t.co/mxb6VeT4ol","1522849147396583424","https://pbs.twimg.com/media/FSI_OQYUcAMV6CY.jpg","","in","Bogor, Jawa Barat","2","6","161","https://x.com/skincarian/status/1522849147396583424","1361669456041103364","skincarian"
"1537776222473961474","Fri Jun 17 12:36:36 +0000 2022","229","siapa yg penasaran sama serum 5x ceramides nya skintific? yang suka sama moist skintific bakal suka juga sama ini sih! efek shooting berasa bgt dan cocok jg jadi hydrating serum juga ini full review aku setelah pake 3 mingguan #racuninskincare #skintific https://t.co/cyG52wgrex","1537776222473961474","https://pbs.twimg.com/media/FVdHUUeakAEPbaK.jpg","","in","","1","4","99","https://x.com/milktean00dle/status/1537776222473961474","1154667095612780544","milktean00dle"
"1753359029131518357","Fri Feb 02 10:05:43 +0000 2024","177","Kulit ku yang sensitif dan jerawat sekarang lumayan lebih sehat karena nyobain produk ini selama 2 minggu kurang nampol betul sih ini moisture gel nya. Bikin kulit lebih lembab dan kulit lebih plummppy redness dan bekas jerawat membaik #athread #reviewskincare #skintific https://t.co/VbgMQGqVN4","1753359029131518357","https://pbs.twimg.com/media/GFUuvmsbgAASstW.jpg","","in","","1","83","23","https://x.com/varaarylinzar/status/1753359029131518357","544123865","varaarylinzar"
"1851119771271774585","Tue Oct 29 04:32:00 +0000 2024","18","Skintific มีเซรั่มแวมไพร์ละเด้อ ผลัดเซลล์ผิวแบบจึ้งๆ ช่วยให้ผิวกระจ่างใส เรียบเนียน ทาทิ้งไว้ 1-5 นาทีแล้วล้างออกด้วยน้ำเปล่า ช่วงแรกใช้ 1-2 ครั้งต่อสัปดาห์ แล้วค่อยเพิ่มเป็น 2-3 ครั้ง ห้ามลืมทา Moisturizer ที่ช่วยเพิ่มค.ชุ่มชื้นหลังใช้ และห้ามลืมทากันแดดก่อนออกจากบ้าน https://t.co/qmdpONGiwp","1851119771271774585","https://pbs.twimg.com/media/GbB-4mXaIAA8KFC.jpg","","th","ติดต่อ = DM / Line","0","2","108","https://x.com/kynnsk/status/1851119771271774585","925587023724920832","kynnsk"
"1849137688282337519","Wed Oct 23 17:15:54 +0000 2024","202","Skintific products that are WORTH TRYING: 1-Full coverage finishing smooth &amp; flawless. Waterproof! 2-Bibir auto lembap &amp; if consistent boleh cerah! 3-Textured skin clogged pores guna ni. Skin auto licin! 4-Skin barrier rosak repair guna ni skin bersih &amp; healthy! https://t.co/WUFErX9pzv","1849137688282337519","https://pbs.twimg.com/media/Gal0622akAAAu-n.jpg","","en","Kuala Lumpur Federal Territory, Malaysia","2","8","193","https://x.com/ainshares/status/1849137688282337519","1420669187588968451","ainshares"
"1814940816391188511","Sun Jul 21 08:29:45 +0000 2024","213","girl crush pun dah pakai maknanya apa kawan kawan? maknanya skintific tu memang betul best. finishing dia jenis velvet matte tp tak keringkan kulit &amp; will stay even korang pakai berjam jam pun so mmg sesuai untuk oily skin girlies https://t.co/CLHdhBOGcV","1814940816391188511","https://pbs.twimg.com/media/GS_3DSWbQAALKQL.jpg","","in","Kuala Pilah","1","3","219","https://x.com/bckupacc99/status/1814940816391188511","1447509451632566273","bckupacc99"
"1751933953911763136","Mon Jan 29 11:42:58 +0000 2024","420","Pantesan sih ini moisturizer sejuta umat ternyata bikin wajah lebih kenyal dan lembab!! Bikin makeup flawless and gak nge-crackz moist terbaik untuk skinprep Yess this is SKINTIFIC 5x Ceramide Barrier Moisture Gel https://t.co/KZMuCzcOcj","1751933953911763136","https://pbs.twimg.com/media/GFAepAXbYAAkym7.jpg","","in","Bali, Indonesia","0","94","25","https://x.com/utaeeeeee/status/1751933953911763136","2428386445","utaeeeeee"
"1569605918714900483","Tue Sep 13 08:36:27 +0000 2022","210","Finally ikutan nyobain juga moisturizer yang lagi hype dimana mana so here's Skintific 5x Ceramide Barier Repair Moisture Gel Thread Review #racuninskincare #skintificid #skintizen https://t.co/Q7xFDEnN7f","1569605918714900483","https://pbs.twimg.com/media/FchcQVvaMAA0n1r.jpg","","tl","Indonesia","0","11","131","https://x.com/putascuffed/status/1569605918714900483","436504042","putascuffed"
"1574292880268853248","Mon Sep 26 07:00:46 +0000 2022","490","guys skintific punya cushion! jujur bagus banget finishnya satin skin &amp; flawless. ada serum infused: centela 5x ceramide &amp; hyaluronic acid dan juga udah ada SPF 35 PA+++ beneran paket komplit buat cushion di bawah 200rb #Alltimebeautybestie #tacuninmakeup https://t.co/U0dxgUOSXI","1574292880268853248","https://pbs.twimg.com/media/FdkDAWUacAEGNnI.jpg","","in","aanggretya@gmail.com","24","23","117","https://x.com/swextdemon/status/1574292880268853248","982142410401574914","swextdemon"
"1828348227802083821","Tue Aug 27 08:26:01 +0000 2024","185","Skintific ni tak penat ke buat kita jatuh cinta lagi dan lagi? Kali ni i terjebak dengan Skintific 377 Dark Spot Moisture Gel yang katanya boleh lighten dark spots dan boost skin radiance. https://t.co/iF9dKAtdG3","1828348227802083821","https://pbs.twimg.com/media/GV-Y_uPaoAIL9ZR.jpg","","in","","2","4","164","https://x.com/coffeeorcola/status/1828348227802083821","302386499","coffeeorcola"
"1512720423951437829","Sat Apr 09 09:13:48 +0000 2022","345","This is hands down the most exciting eye cream (and the most gigantic one ) i've ever tried! 𝗦𝗸𝗶𝗻𝘁𝗶𝗳𝗶𝗰 𝟯𝟲𝟬° 𝗖𝗿𝘆𝘀𝘁𝗮𝗹 𝗠𝗮𝘀𝘀𝗮𝗴𝗲𝗿 𝗟𝗶𝗳𝘁𝗶𝗻𝗴 𝗘𝘆𝗲 𝗖𝗿𝗲𝗮𝗺 (20 g) #ReviewnyaMia https://t.co/rVfn3BrYWM","1512720423951437829","https://pbs.twimg.com/media/FP5DLtnaQAElTZ9.jpg","","en","Jakarta, ID","13","4","51","https://x.com/tracesofmia/status/1512720423951437829","1476825574249156608","tracesofmia"
"1700351042289074552","Sat Sep 09 03:30:54 +0000 2023","1987","Hands up to my favorite moisturiser. I've never been so loyal to one particular product until I found this skintific moisturiser. I notice tiny bumps I makin kurang dull skin darkspots tu semua makin kurang tau️ https://t.co/IhmcYs8LVD","1700351042289074552","https://pbs.twimg.com/media/F5jcQV1bMAApXGu.jpg","","en","","68","10","458","https://x.com/Tiyashare/status/1700351042289074552","1455066674315423744","Tiyashare"
"1533731793735917568","Mon Jun 06 08:45:29 +0000 2022","280","MOISTURIZER TERBAIK YANG PERNAH AKU COBA!!! ㅡ Ini aku udah mau habis 2 jar dan udah ngestock buat jar ketiga. Kalau begini tandanya aku udah bucin banget sama moistnya Skintific #NisyTries #racuninskincare #Skintific #Skintizen https://t.co/xxhm9a5oEc","1533731793735917568","https://pbs.twimg.com/media/FUjo7wZaQAA8lVV.jpg","","in","Surabaya ","8","16","115","https://x.com/nisynwafer/status/1533731793735917568","1059346373491884032","nisynwafer"
"1582883887042113537","Wed Oct 19 23:58:21 +0000 2022","156","Pada tau ngga sekarang moisturizer Skintific ada yg travel size? Gemes bgtt ukurannya kecil gampang dibawa kemana-mana cocok bgt buat yg mau coba moisturizer ini tapi takut ga cocok all skin type belinya disini: ꒰ https://t.co/ZILgvEAUgt ꒱ https://t.co/tQl0GAPdGs","1582883887042113537","https://pbs.twimg.com/ext_tw_video_thumb/1582883802417811456/pu/img/yhvxuwg-KsvMrLj6.jpg","","in","","1","1","158","https://x.com/sunshinesforsky/status/1582883887042113537","1297332880209666048","sunshinesforsky"
"1801811660719722625","Sat Jun 15 02:59:10 +0000 2024","301","YANG KULITNYA ACNE PRONE DAN SUKA BERMASALAH SAMA JERAWAT AYO MERAPAT! Ini moisturizer enak banget buat kalemin jerawat yang lagi meradang bikin cepet kempes tanpa rasa perih! Aku mau review lengkap Skintific 3X ACID di thread ini simak yaa⤵️ #racuninskincare https://t.co/WLmyz7l0QY","1801811660719722625","https://pbs.twimg.com/media/GQFSI-dbEAA06ki.jpg","","in","📍Bandung ","2","14","254","https://x.com/hotdeestuffs/status/1801811660719722625","1382170424625176578","hotdeestuffs"
"1530465435543433216","Sat May 28 08:26:09 +0000 2022","178","🇨🇦Skintific 5X Ceramide Barrier Repair Moisture Gel🇨🇦 Di thread ini aku mau review salah satu produk #skintific yg viral. Apakah worth to buy? sesuai ga sama klaim nya? apa sebagus yang orang-orang bilang? Langsung aja aku bahas simak sampai habis ya. #racuninskincare https://t.co/ZAYpNfqTJP","1530465435543433216","https://pbs.twimg.com/media/FT1OMX1aQAAx5AO.jpg","","in","","0","3","155","https://x.com/skincareforfun/status/1530465435543433216","1301163159252738048","skincareforfun"
"1851908306861985912","Thu Oct 31 08:45:21 +0000 2024","3","มารีวิวคุชชั่นskintific แบบเรียลๆจากใจคนผิวมันค่ะ ปกปิดให้เต็มสิบ สิบ สิบบ!! รูขุมขนเหมือนไม่เคยมีมาก่อนอันนี้จึ้งงจริงง ฟินนิชผิวแมตต์สวยสุดๆๆ ปกปิดกลางๆ เน้นงานผิว ฟินนิชผิวคือสวยมากๆมันฉ่ำโกลว์เหมือนผิวหน้าดีตั้งแต่เกิด คุมมันดีทั้งคู่ เช้ายันเย็นคือเอาอยู่ไม่หยาเลยย https://t.co/LocQMh5GxR","1851908306861985912","https://pbs.twimg.com/media/GbNMyLrakAACd0p.jpg","","th","รีวิว/ส่งต่อเครื่องสำอาง🌟","0","1","5","https://x.com/pearyreview_/status/1851908306861985912","1217453822173278208","pearyreview_"
"1562410844473933824","Wed Aug 24 12:05:48 +0000 2022","192","Rada sedih dulu pernah coba moisturizer viral ini &amp; ga cocok di aku. Padahal teksturnya enaak pol &amp; lembabnya pas Sekarang nekat mau cobain lagii &amp; mau share gimana perkembangannya di kulitkuu Skintific - 5X Ceramide Barrier Repair Moisture Gel #racuninskincare https://t.co/XyAtR4Cujn","1562410844473933824","https://pbs.twimg.com/media/Fa7MXusWIAAhWP3.jpg","","in","adistafarras@gmail.com","1","3","122","https://x.com/bakuchiollyc/status/1562410844473933824","1206572150842257410","bakuchiollyc"
"1802985083558830162","Tue Jun 18 08:41:56 +0000 2024","154","10 days after using Skintific Retinol Here's my honest review https://t.co/PpZtbrIj56 https://t.co/KeajDyloXQ","1802985083558830162","https://pbs.twimg.com/media/GQV9X3laQAEcsXx.jpg","","en","hati aiman","0","2","152","https://x.com/mtunkrm/status/1802985083558830162","215181465","mtunkrm"
"1851960933318561994","Thu Oct 31 12:14:28 +0000 2024","5","ชอบเนื้อเซรั่มขวดนี้ของ skintific มาก บางเบาซึมง่าย ไม่เหนอะผิวเลย เป็นสูตรอ่อนโยนด้วยนะ มือใหม่อยากลองแนะนำเลย https://t.co/hPHA5CwvvD","1851960933318561994","https://pbs.twimg.com/media/GbN8ppwakAEj_hg.jpg","","th","","1","2","7","https://x.com/smilexjynx/status/1851960933318561994","111653809","smilexjynx"
"1820687062401777810","Tue Aug 06 05:03:17 +0000 2024","553","เห็นคนรีวิวคุชชั่น skintific สูตรใหม่เยอะมาก พอได้ลองเองคือชอบจริงๆ ⭐️ สีเข้ากับผิวดีกว่ารุ่นก่อนๆ ติดเหลืองติดส้มน้อยลง ทำออกมาเข้ากับผิวคนไทยมากก ‍ ปกปิดดี เกลี่ยง่าย มีสีให้เลือกเยอะในราคาหลักร้อย! ใช้แล้วผิวสวยตะโกนน T-T https://t.co/MJNufNCZVB","1820687062401777810","https://pbs.twimg.com/media/GURhOnCXUAAdrK_.jpg","","th","","0","1","221","https://x.com/ifeelsopeach/status/1820687062401777810","1185826380","ifeelsopeach"
"1829506919649939825","Fri Aug 30 13:10:14 +0000 2024","214","Moisturiser skintific yang underrated sebab tak ramai tahu dia bagus!! I pernah review moisturiser ni dulu. Paling function untuk pudarkan parut jerawat and dark spot. Contoh: dahi i makin licin sebab parut dah pudar hehe https://t.co/VGxeC7xvE3","1829506919649939825","https://pbs.twimg.com/media/GWO210baAAAqvSy.jpg","","in","","0","1","90","https://x.com/Nurintashaa/status/1829506919649939825","936969084","Nurintashaa"
"1445331741904834563","Tue Oct 05 10:15:14 +0000 2021","295","[REVIEW] Skintific Barrier Repair Moisturizer Gel Moisturizer gel terenak untuk oily skin yang pernah aku cobain! Teksturnya gel ringan Mengandung Ceramide Mengandung Hyaluronic Acid #racuninskincare https://t.co/Ppy1Wgn271","1445331741904834563","https://pbs.twimg.com/media/FA7ZjXQVkAoc6ZH.jpg","","in","Bogor, Jawa Barat","5","4","98","https://x.com/skincarian/status/1445331741904834563","1361669456041103364","skincarian"
"1771906864944669164","Sun Mar 24 14:28:11 +0000 2024","235","3 SEBAB kenapa Micellar Water from Skintific ni is the must-have untuk korang. 1. Tak perlu tuang just tekan ja pump kat atas tu. Very easy. 2. Isi dia banyak dengan harga yang very affordable. Besar tau botol dia. 3. Can clean waterproof makeup. https://t.co/h42aEhMcXo","1771906864944669164","https://pbs.twimg.com/media/GJcT5XuaMAES4Gx.jpg","","in","Sabah, Malaysia","2","2","126","https://x.com/youthayuju/status/1771906864944669164","1292062879605125121","youthayuju"
"1853047066383224861","Sun Nov 03 12:10:23 +0000 2024","5","น้องกระปุกฟ้า skintific ชอบโบกก่อนนอน ลงก่อนแต่งหน้าก็ได้ ไม่หนักผิวเลย เนื้อดีมาก บางเบาซึมง่าย ช่วยเติมความชุ่มชื้นใช้ดีจนต้องตุนไว้ตลอด https://t.co/rsD6rMziNx","1853047066383224861","https://pbs.twimg.com/media/GbdYe57bIAAuT5y.jpg","","th","","1","1","8","https://x.com/smilexjynx/status/1853047066383224861","111653809","smilexjynx"
"1793874988115833068","Fri May 24 05:21:40 +0000 2024","204","Having acne really does decrease my confidence sometimes but Skintific's Liquid Foundation sumpah coverage dia memang padu!! There's no flaws that can be seen??? Like hello??? What sorcery is this??? https://t.co/LFnNdDMbTZ","1793874988115833068","https://pbs.twimg.com/media/GOUfyk1bcAAQixQ.jpg","","en","Perak","0","5","101","https://x.com/yanaazmill/status/1793874988115833068","1196994517682946048","yanaazmill"
"1757321241806225817","Tue Feb 13 08:30:08 +0000 2024","1296","Satu lagi product skintific yang i dah try: gel moisturiser Moisturiser palingggg sejuk lah setakat ni. Dia guna real gel tau sebab tu bila terbalikkan pun tak tumpah. Magic tak? My husband who is acne-prone skin cakap memang onzzzz untuk surutkan acne!!! https://t.co/n0gjUBGYtC","1757321241806225817","https://pbs.twimg.com/media/GGNCU3cXUAAFW5s.jpg","","in","","33","7","356","https://x.com/Nurintashaa/status/1757321241806225817","936969084","Nurintashaa"
"1769772375778951600","Mon Mar 18 17:06:29 +0000 2024","385","ในฐานะที่ชอบคูชั่น skintific มากๆ ขอแนะนำเลย ใช้ถูกวิธีจะได้ผิวสวยทั้งวัน ติดทน หน้าแน่น ปิดรอยกริบมาก แล้วก็ทนเหงื่อทนความมันด้วย ก่อนอื่น ถ้าผิวขาวกว่า n21 แนะนำว่าไม่ต้องซื้อเลยน้าค้าบ เพราะว่าสีมันเหลืองมาก แล้วเบอร์ 01 ก็ไม่ขาวเลย น้องเราผิว 19 คือใช้ไม่ได้แล้วคับ https://t.co/oReCvvrh2Y","1769772375778951600","https://pbs.twimg.com/media/GI9-lxHagAIBcO7.jpg","","th","forwork add line 0713x","4","3","248","https://x.com/hbker07/status/1769772375778951600","279425885","hbker07"
"1564955999160528896","Wed Aug 31 12:39:20 +0000 2022","247","salah satu sunscreen favoritku yang aku coba di tahun ini beneran feels like serum. super lightweight lembab &amp; no whitecast. i can say this is my favorite product from skintific. kalau kalian lagi cari sunscreen dengan kriteria diatas bisa baca &amp; save thread ini https://t.co/VMnkDK4xZh","1564955999160528896","https://pbs.twimg.com/media/FbfXLcOVsAAuolD.jpg","","in","biabeautypage@gmail.com","4","8","87","https://x.com/orchidpoison/status/1564955999160528896","1026351452761944064","orchidpoison"
"1790588437684523233","Wed May 15 03:42:05 +0000 2024","804","นี่ลองทำตามทริคนี้ของมิ้นชี่ ลงมอยเจอร์ที่เนื้อแบบบางเบา เจลๆ อย่างเราก็ใช้ skintific เหมือนกัน ตัวนี้ดีมากก! เป็นเนื้อที่ถูกต้อง ไม่ใช่เนื้อครีมหนักๆลงก่อนแต่งหน้า ยิ่งแช่เย็นมายิ่งดี ไว้ clam ผิว ทิ้งไว้สัก 10 นาที (ถ้ามีเวลา) และซับออกด้วยทิชชู่ มันจะได้ฟิลผิวนุ่มมากก https://t.co/jkR8bQBY8I","1790588437684523233","https://pbs.twimg.com/media/GNlyr_wa0AACsAK.jpg","","th","นำรูปไปใช้โดยไม่ขอ ปรับ 1,000฿","1","3","399","https://x.com/soundkaoreview/status/1790588437684523233","1530062506793656320","soundkaoreview"
"1509813591977107461","Fri Apr 01 10:37:58 +0000 2022","442","2. Skintific 5x Ceramide Moisturize Gel Rating: 10/10 gak suka tekstur lotion? pilih ini. tipe gel yang di kulit langsung meleleh dan RINGAN BGT di kulit! meskipun begitu kandungannya juga cakep ada centella yg bisa calming jerawatmu atau kulit yg kemerahan! harga 139k/30ml https://t.co/0NQcLn7WgY","1509842502798704642","https://pbs.twimg.com/media/FPQJv34acAEap71.jpg","cicamatcha","in","cicamatcha0806@gmail.com","86","19","24","https://x.com/cicamatcha/status/1509842502798704642","1144085647860195329","cicamatcha"
"1851160231298154595","Tue Oct 29 07:12:46 +0000 2024","1","ใช้มอยส์ตามคุนนพิมฐา Skintific 5x ceramide ตัวนี้ต้องมีติดบ้านตลอด ซื้อซ้ำไปเยอะมาก ๆ ช่วงไหนผิวแห้ง ๆ คือชอบมากเขาปลอบประโลมผิวดีสุด ๆ ละยังเสริมเกราะให้ผิวด้วยแบบไม่อุปทาน ผิวแข็งแรงขึ้นจริง ๆ https://t.co/Z4oSCrFsI6","1851160231298154595","https://pbs.twimg.com/media/GbCkaZNbQAIdfSP.jpg","","th","","0","1","1","https://x.com/usedstuffxpcpp/status/1851160231298154595","1959821256","usedstuffxpcpp"
"1851085778413371459","Tue Oct 29 02:16:55 +0000 2024","6","หลังจากแต่งหน้าไป 8 ชั่วโมง skintific ตลับฟ้าสูตรแมทท์นางเอาอยู่นะ ตะลอนไปตลาดนัดร้อนๆได้แบบเหงื่อซกๆ แต่ผิวยังสวย เหมาะกับคนผิวมัน หน้าไม่เยิ้มเกินเบอร์ แต่จากที่ลองใช้มาหลายๆรอบ เวลาออกแดดแล้วเหงื่อกับน้ำมันบนผิวเราออกเยอะๆ ข้อควรระวังคือ ห้ามทัชหน้า ห้ามซับมัน https://t.co/liSUrGn1F4","1851085778413371459","https://pbs.twimg.com/media/GbBgssTbQAM_zGe.jpg","","th","","2","5","27","https://x.com/parkropreview/status/1851085778413371459","904730341482479616","parkropreview"
"1850814158784319515","Mon Oct 28 08:17:36 +0000 2024","1","ด้วยความที่ชอบใช้ skintific หลายอย่าง ล่าสุดไปซื้อตัวนี้มาใช้ ใช้มาเรื่อยๆน่าจะเกือบเดือนได้ รู้สึกว่าผิวหน้ามันดูเนียนขึ้น ตอนแรกไม่ได้สังเกตุรอยจนไปขุดเจอรูปเก่าถ่ายไว้ เลยได้รู้ว่ารอยแดงที่เคยมี บางจุดมันเริ่มหายไป พอเห็นงั้นปุ๊บรีบมาทำรีวิวเลย รูุ้สึกว่าเออดีของมันต้องแชร์ https://t.co/74ZkxbsBnq","1850814158784319515","https://pbs.twimg.com/media/Ga9plkda8AA1WiT.jpg","","th","Bangkok, Thailand","0","2","4","https://x.com/KIKI48_xx/status/1850814158784319515","1362207890","KIKI48_xx"
"1742101815330791721","Tue Jan 02 08:33:34 +0000 2024","1133","ไม่แปลกทำไมมีแต่คนหวีด คุชชั่น skintific ถูกแต่ดีมากกกกกก -ปกปิดกริบ สนิทแบบ full coverage -ตบปุ๊บเนียนปั๊บ แต่ผิวไม่ได้แมตต์จนกรัง -ผิวเล่นแสงสวย หน้าเนียนมาก -ไม่หยือ ไม่เมือกระหว่างวัน -คุมมันดีมากกกกกกกกกกกกกกกกก https://t.co/Hzy7TozIDT","1742101815330791721","https://pbs.twimg.com/media/GC0wXWnakAAK8aW.jpg","","th","ติดต่องาน : DM 🙇🏼‍♀️💓","21","27","863","https://x.com/reviewchoey/status/1742101815330791721","514076912","reviewchoey"
"1850898506976018942","Mon Oct 28 13:52:46 +0000 2024","1","ผิวกริบจนเพื่อนทัก คุชชั่นตลับฟ้าของ Skintific คือสร้างตำนานสุดๆ ใครที่เคยใช้รุ่นเก่าแล้วหยือ อยากให้ลองตัวนี้จริงๆ ติดทนมากกกก ผิวกริบแต่ไม่หนาเกินไป ไม่หนักผิว ฟินิชแมตต์ คุมมันได้ทั้งวันจริงๆ ตกร่องน้อยกว่ารุ่นเก่าด้วยยย #ใช้ดีบอกต่อ https://t.co/SetSzKOSo4","1850898506976018942","https://pbs.twimg.com/media/Ga-2YKtbIAA_xPE.jpg","","th","𝑬𝑿𝑶 x 𝑵𝑪𝑻  x 𝑾𝒂𝒚𝑽","0","2","2","https://x.com/mypluems/status/1850898506976018942","930326841637744640","mypluems"
"1792470549832364407","Mon May 20 08:20:56 +0000 2024","174","Pernah tak skin jd pedih &amp; kemerahan lepas remove makeup guna micellar water? Sama lah kita macam udang bakar jadinya Korang guna la Skintific punya ni tak pedih langsung sebab tersangatlah gentle. Dah la power gila remove makeup one swipe je dah gone mascara https://t.co/fPQhCYZyCY","1792470549832364407","https://pbs.twimg.com/media/GOAidlfa8AA5vJY.jpg","","in","","1","1","176","https://x.com/sebbieain/status/1792470549832364407","1365694287975866372","sebbieain"
"1816377285563539948","Thu Jul 25 07:37:46 +0000 2024","167","As a loyal user of skintific since last year I happy sangat with the outcome of this moisturiser. Paling best bila darkspots makin faded and i dah notice yang my skin has brightened a bit️ https://t.co/fD6UEvQs2U","1816377285563539948","https://pbs.twimg.com/media/GTURd2AaYAEVyjq.jpg","","en","","0","1","165","https://x.com/Tiyashare/status/1816377285563539948","1455066674315423744","Tiyashare"
